System_Ref,FIS_Provider_Name,Upload_to_FIDy,Level_1_Description,Level_2_Description,Level_3_Description
9906,Early Bird Parenting Programme Information Session - Virtual Sessions,FSD,Families,Support and advice services,Early Years SEND support services
9906,Early Bird Parenting Programme Information Session - Virtual Sessions,FSD,SEND Local Offer,Support and advice services,Early Years SEND support services
9925,Tree Tops Breakfast Club At Kings Avenue School London,FSD,Families,Early Learning and childcare,Breakfast and after school clubs
9925,Tree Tops Breakfast Club At Kings Avenue School London,FSD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
9934,Navigate: Emotional Support For Parents With Scope,FSD,Families,Support and advice services,
9934,Navigate: Emotional Support For Parents With Scope,FSD,Families,Support and advice services,Parenting support
9934,Navigate: Emotional Support For Parents With Scope,FSD,SEND Local Offer,Support and advice services,
9934,Navigate: Emotional Support For Parents With Scope,FSD,SEND Local Offer,Support and advice services,Parenting support
9939,Group Pregnancy Care,FSD,Families,LEAP (Lambeth Early Action Partnership),
9940,L.E.A.P. Yoga With Claudia,FSD,Families,LEAP (Lambeth Early Action Partnership),
9940,L.E.A.P. Yoga With Claudia,FSD,Families,LEAP (Lambeth Early Action Partnership),Health and well-being
9943,Breastfeeding Peer Support,FSD,Families,Support and advice services,
9943,Breastfeeding Peer Support,FSD,Families,LEAP (Lambeth Early Action Partnership),
9943,Breastfeeding Peer Support,FSD,Families,LEAP (Lambeth Early Action Partnership),Maternity
9943,Breastfeeding Peer Support,FSD,SEND Local Offer,Support and advice services,
9944,Healthy Living Platform,FSD,Families,LEAP (Lambeth Early Action Partnership),
9946,Parent And Infant Relationship Service (PAIRS) Together Time,FSD,Families,Support and advice services,Parenting support in the early years
9946,Parent And Infant Relationship Service (PAIRS) Together Time,FSD,Families,LEAP (Lambeth Early Action Partnership),
9946,Parent And Infant Relationship Service (PAIRS) Together Time,FSD,Families,LEAP (Lambeth Early Action Partnership),Bonding and relationships
9946,Parent And Infant Relationship Service (PAIRS) Together Time,FSD,SEND Local Offer,Support and advice services,Parenting support
9946,Parent And Infant Relationship Service (PAIRS) Together Time,FSD,Young People,Support and advice services,Support for young parents
9947,Overcrowded Housing Support Service,FSD,Families,LEAP (Lambeth Early Action Partnership),
9948,L.E.A.P. Virtual Chattertime (15 Months - 4 Years Old),FSD,Families,Children’s Centres and One O’ Clock Clubs,Speech and language support
9948,L.E.A.P. Virtual Chattertime (15 Months - 4 Years Old),FSD,Families,Health and well being,Speech and language support
9948,L.E.A.P. Virtual Chattertime (15 Months - 4 Years Old),FSD,Families,LEAP (Lambeth Early Action Partnership),
9948,L.E.A.P. Virtual Chattertime (15 Months - 4 Years Old),FSD,Families,LEAP (Lambeth Early Action Partnership),Education
9948,L.E.A.P. Virtual Chattertime (15 Months - 4 Years Old),FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Speech and language support
9948,L.E.A.P. Virtual Chattertime (15 Months - 4 Years Old),FSD,SEND Local Offer,Health and well being,Speech and language support
9949,Sharing  R E A L  With Parents,FSD,Families,LEAP (Lambeth Early Action Partnership),
9969,The Small Project - Baby Clothes Library,FSD,Families,Support and advice services,"Baby banks, clothes and equipment"
9969,The Small Project - Baby Clothes Library,FSD,SEND Local Offer,Support and advice services,"Baby banks, clothes and equipment"
9974,The Small Project - Baby Clothes Library,FSD,Families,Support and advice services,"Baby banks, clothes and equipment"
9974,The Small Project - Baby Clothes Library,FSD,SEND Local Offer,Support and advice services,"Baby banks, clothes and equipment"
9975,Coin Street Upgrade Yourself: Tutoring And Mentoring,FSD,Families,"Education, Schools and Learning",Out of school tuition
9975,Coin Street Upgrade Yourself: Tutoring And Mentoring,FSD,SEND Local Offer,"Education, Schools and Learning",Out of school tuition
9975,Coin Street Upgrade Yourself: Tutoring And Mentoring,FSD,Young People,"Education, Schools and Learning",Out of school tuition
9976,Coin Street Neighbourhood Centre - Stay & Play,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and Play one o'clock clubs
9976,Coin Street Neighbourhood Centre - Stay & Play,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and Play one o'clock clubs
9983,Black Thrive,FSD,Families,Health and well being,Mental health
9983,Black Thrive,FSD,SEND Local Offer,Health and well being,Mental health
9983,Black Thrive,FSD,Young People,Health and wellbeing,Mental health and well being
9984,Barracudas (Streatham),FSD,Families,Activities and things to do,"Music, dance and drama"
9984,Barracudas (Streatham),FSD,Families,Activities and things to do,Sports
9984,Barracudas (Streatham),FSD,Families,Activities and things to do,Creative Arts and Multimedia
9984,Barracudas (Streatham),FSD,Families,Early Learning and childcare,Childcare during the holidays
9984,Barracudas (Streatham),FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
9984,Barracudas (Streatham),FSD,SEND Local Offer,Activities and things to do,Sports
9984,Barracudas (Streatham),FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
9984,Barracudas (Streatham),FSD,SEND Local Offer,Early Learning and childcare,Childcare during the holidays
9989,Whippersnappers Pre-Crawlers Baby Music Session,ECD,Families,Activities and things to do,Parent and toddler groups
9989,Whippersnappers Pre-Crawlers Baby Music Session,ECD,SEND Local Offer,Activities and things to do,Parent and toddler groups
9990,S.Y.C.T. Breakfast Club,FSD,Families,Activities and things to do,Youth clubs
9990,S.Y.C.T. Breakfast Club,FSD,Families,"Education, Schools and Learning",Out of school tuition
9990,S.Y.C.T. Breakfast Club,FSD,SEND Local Offer,Activities and things to do,Youth clubs
9990,S.Y.C.T. Breakfast Club,FSD,Young People,Activities and things to do,Youth clubs
9990,S.Y.C.T. Breakfast Club,FSD,Young People,"Education, Schools and Learning",Out of school tuition
9996,"Lambeth Larder Connecting People, Food & Support",FSD,Families,Health and well being,Mental health
9996,"Lambeth Larder Connecting People, Food & Support",FSD,Families,Support and advice services,Food banks
9996,"Lambeth Larder Connecting People, Food & Support",FSD,Families,Support and advice services,Support for young parents
9996,"Lambeth Larder Connecting People, Food & Support",FSD,Families,Support and advice services,Money matters (benefits and debt)
9996,"Lambeth Larder Connecting People, Food & Support",FSD,SEND Local Offer,Health and well being,Mental health
9996,"Lambeth Larder Connecting People, Food & Support",FSD,SEND Local Offer,Support and advice services,Food banks
9996,"Lambeth Larder Connecting People, Food & Support",FSD,SEND Local Offer,Support and advice services,Support for young parents
9996,"Lambeth Larder Connecting People, Food & Support",FSD,SEND Local Offer,Support and advice services,Money matters (benefits and debt)
9996,"Lambeth Larder Connecting People, Food & Support",FSD,Young People,Support and advice services,Food banks
9996,"Lambeth Larder Connecting People, Food & Support",FSD,Young People,Support and advice services,Support for young parents
9996,"Lambeth Larder Connecting People, Food & Support",FSD,Young People,Support and advice services,Money matters (benefits and debt)
9996,"Lambeth Larder Connecting People, Food & Support",FSD,Young People,Health and wellbeing,Mental health and well being
9997,S.Y.C.T. Juniors Club,FSD,Families,Activities and things to do,Youth clubs
9997,S.Y.C.T. Juniors Club,FSD,Families,Activities and things to do,Holiday activities
9997,S.Y.C.T. Juniors Club,FSD,Families,Activities and things to do,Sports
9997,S.Y.C.T. Juniors Club,FSD,Families,Activities and things to do,Creative Arts and Multimedia
9997,S.Y.C.T. Juniors Club,FSD,SEND Local Offer,Activities and things to do,Youth clubs
9997,S.Y.C.T. Juniors Club,FSD,SEND Local Offer,Activities and things to do,Holiday activities
9997,S.Y.C.T. Juniors Club,FSD,SEND Local Offer,Activities and things to do,Sports
9997,S.Y.C.T. Juniors Club,FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
9997,S.Y.C.T. Juniors Club,FSD,Young People,Activities and things to do,Youth clubs
9997,S.Y.C.T. Juniors Club,FSD,Young People,Activities and things to do,Holiday activities
9997,S.Y.C.T. Juniors Club,FSD,Young People,Activities and things to do,Sports
9997,S.Y.C.T. Juniors Club,FSD,Young People,Activities and things to do,Creative Arts and Multimedia
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,Families,Activities and things to do,Youth clubs
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,Families,Activities and things to do,Holiday activities
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,Families,Activities and things to do,Sports
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,Families,Activities and things to do,Creative Arts and Multimedia
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,SEND Local Offer,Activities and things to do,Youth clubs
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,SEND Local Offer,Activities and things to do,Holiday activities
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,SEND Local Offer,Activities and things to do,Sports
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,Young People,Activities and things to do,Youth clubs
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,Young People,Activities and things to do,Holiday activities
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,Young People,Activities and things to do,Sports
9998,S.Y.C.T. Juniors Club & Inters Club,FSD,Young People,Activities and things to do,Creative Arts and Multimedia
9999,Community Education Foundatiion & Lyncx (CEF Lyncx) Charity,FSD,Families,Activities and things to do,Sports
9999,Community Education Foundatiion & Lyncx (CEF Lyncx) Charity,FSD,Families,"Education, Schools and Learning",Out of school tuition
9999,Community Education Foundatiion & Lyncx (CEF Lyncx) Charity,FSD,SEND Local Offer,Activities and things to do,Sports
9999,Community Education Foundatiion & Lyncx (CEF Lyncx) Charity,FSD,SEND Local Offer,"Education, Schools and Learning",Out of school tuition
9999,Community Education Foundatiion & Lyncx (CEF Lyncx) Charity,FSD,Young People,Activities and things to do,Sports
9999,Community Education Foundatiion & Lyncx (CEF Lyncx) Charity,FSD,Young People,"Education, Schools and Learning",Out of school tuition
10003,Right Track Project,FSD,Families,Activities and things to do,Sports
10003,Right Track Project,FSD,SEND Local Offer,Activities and things to do,Sports
10003,Right Track Project,FSD,Young People,Activities and things to do,Sports
10005,4all Between The Tracks Afterschool Club (8 To 12 Years Old),FSD,Families,Early Learning and childcare,Breakfast and after school clubs
10005,4all Between The Tracks Afterschool Club (8 To 12 Years Old),FSD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
